Provincias;Sexo;Periodo;Total
41 Sevilla;Total;2007;23.482
41 Sevilla;Total;2006;23.042
41 Sevilla;Total;2005;22.168
41 Sevilla;Total;2004;21.295
41 Sevilla;Total;2003;20.599
41 Sevilla;Total;2002;19.785
41 Sevilla;Total;2001;19.396
41 Sevilla;Total;2000;19.513
41 Sevilla;Total;1999;18.632
41 Sevilla;Total;1998;18.243
41 Sevilla;Total;1997;18.655
41 Sevilla;Total;1996;18.144
41 Sevilla;Total;1995;18.716
41 Sevilla;Total;1994;19.521
41 Sevilla;Total;1993;20.680
41 Sevilla;Total;1992;20.767
41 Sevilla;Total;1991;20.872
41 Sevilla;Total;1990;20.728
41 Sevilla;Total;1989;20.662
41 Sevilla;Total;1988;21.085
41 Sevilla;Total;1987;21.350
41 Sevilla;Total;1986;21.684
41 Sevilla;Total;1985;22.516
41 Sevilla;Total;1984;23.508
41 Sevilla;Total;1983;24.780
41 Sevilla;Total;1982;25.960
41 Sevilla;Total;1981;26.361
41 Sevilla;Total;1980;28.225
41 Sevilla;Total;1979;28.653
41 Sevilla;Total;1978;30.731
41 Sevilla;Total;1977;31.405
41 Sevilla;Total;1976;31.368
41 Sevilla;Total;1975;30.447
41 Sevilla;Hombres;2022;7.434
41 Sevilla;Hombres;2021;8.110
41 Sevilla;Hombres;2020;8.018
41 Sevilla;Hombres;2019;8.399
41 Sevilla;Hombres;2018;8.736
41 Sevilla;Hombres;2017;9.228
41 Sevilla;Hombres;2016;9.815
41 Sevilla;Hombres;2015;10.119
41 Sevilla;Hombres;2014;10.390
41 Sevilla;Hombres;2013;10.296
41 Sevilla;Hombres;2012;10.843
41 Sevilla;Hombres;2011;11.290
41 Sevilla;Hombres;2010;11.808
41 Sevilla;Hombres;2009;12.268
41 Sevilla;Hombres;2008;12.972
41 Sevilla;Hombres;2007;12.152
41 Sevilla;Hombres;2006;11.951
41 Sevilla;Hombres;2005;11.373
41 Sevilla;Hombres;2004;10.888
41 Sevilla;Hombres;2003;10.678
41 Sevilla;Hombres;2002;10.124
41 Sevilla;Hombres;2001;9.901
41 Sevilla;Hombres;2000;10.204
41 Sevilla;Hombres;1999;9.675
41 Sevilla;Hombres;1998;9.404
41 Sevilla;Hombres;1997;9.551
41 Sevilla;Hombres;1996;9.312
41 Sevilla;Hombres;1995;9.697
41 Sevilla;Hombres;1994;9.982
41 Sevilla;Hombres;1993;10.770
41 Sevilla;Hombres;1992;10.794
41 Sevilla;Hombres;1991;10.987
41 Sevilla;Hombres;1990;10.799
41 Sevilla;Hombres;1989;10.697
41 Sevilla;Hombres;1988;10.898
41 Sevilla;Hombres;1987;11.144
41 Sevilla;Hombres;1986;11.197
41 Sevilla;Hombres;1985;11.736
41 Sevilla;Hombres;1984;12.179
41 Sevilla;Hombres;1983;12.924
41 Sevilla;Hombres;1982;13.485
41 Sevilla;Hombres;1981;13.597
41 Sevilla;Hombres;1980;14.629
41 Sevilla;Hombres;1979;14.924
41 Sevilla;Hombres;1978;15.849
41 Sevilla;Hombres;1977;16.181
41 Sevilla;Hombres;1976;16.117
41 Sevilla;Hombres;1975;15.753
41 Sevilla;Mujeres;2022;7.170
41 Sevilla;Mujeres;2021;7.545
41 Sevilla;Mujeres;2020;7.541
41 Sevilla;Mujeres;2019;7.834
41 Sevilla;Mujeres;2018;8.358
41 Sevilla;Mujeres;2017;8.656
41 Sevilla;Mujeres;2016;9.220
41 Sevilla;Mujeres;2015;9.393
41 Sevilla;Mujeres;2014;9.787
41 Sevilla;Mujeres;2013;9.746
41 Sevilla;Mujeres;2012;10.302
41 Sevilla;Mujeres;2011;10.784
41 Sevilla;Mujeres;2010;11.196
41 Sevilla;Mujeres;2009;11.532
41 Sevilla;Mujeres;2008;12.221
41 Sevilla;Mujeres;2007;11.330
41 Sevilla;Mujeres;2006;11.091
41 Sevilla;Mujeres;2005;10.795
41 Sevilla;Mujeres;2004;10.407
41 Sevilla;Mujeres;2003;9.921
41 Sevilla;Mujeres;2002;9.661
41 Sevilla;Mujeres;2001;9.495
41 Sevilla;Mujeres;2000;9.309
41 Sevilla;Mujeres;1999;8.957
41 Sevilla;Mujeres;1998;8.839
41 Sevilla;Mujeres;1997;9.104
41 Sevilla;Mujeres;1996;8.832
41 Sevilla;Mujeres;1995;9.019
41 Sevilla;Mujeres;1994;9.539
41 Sevilla;Mujeres;1993;9.910
41 Sevilla;Mujeres;1992;9.973
41 Sevilla;Mujeres;1991;9.885
41 Sevilla;Mujeres;1990;9.929
41 Sevilla;Mujeres;1989;9.965
41 Sevilla;Mujeres;1988;10.187
41 Sevilla;Mujeres;1987;10.206
41 Sevilla;Mujeres;1986;10.487
41 Sevilla;Mujeres;1985;10.780
41 Sevilla;Mujeres;1984;11.329
41 Sevilla;Mujeres;1983;11.856
41 Sevilla;Mujeres;1982;12.475
41 Sevilla;Mujeres;1981;12.764
41 Sevilla;Mujeres;1980;13.596
41 Sevilla;Mujeres;1979;13.729
41 Sevilla;Mujeres;1978;14.882
41 Sevilla;Mujeres;1977;15.224
41 Sevilla;Mujeres;1976;15.251
41 Sevilla;Mujeres;1975;14.694
42 Soria;Total;2022;540
42 Soria;Total;2021;533
42 Soria;Total;2020;591
42 Soria;Total;2019;579
42 Soria;Total;2018;606
42 Soria;Total;2017;591
42 Soria;Total;2016;626
42 Soria;Total;2015;634
42 Soria;Total;2014;643
42 Soria;Total;2013;666
42 Soria;Total;2012;707
42 Soria;Total;2011;707
42 Soria;Total;2010;748
42 Soria;Total;2009;739
42 Soria;Total;2008;772
42 Soria;Total;2007;693
42 Soria;Total;2006;720
42 Soria;Total;2005;727
42 Soria;Total;2004;718
42 Soria;Total;2003;738
42 Soria;Total;2002;653
42 Soria;Total;2001;672
42 Soria;Total;2000;723
42 Soria;Total;1999;615
42 Soria;Total;1998;690
42 Soria;Total;1997;613
42 Soria;Total;1996;645
42 Soria;Total;1995;698
42 Soria;Total;1994;650
42 Soria;Total;1993;727
42 Soria;Total;1992;702
42 Soria;Total;1991;719
42 Soria;Total;1990;753
42 Soria;Total;1989;798
42 Soria;Total;1988;808
42 Soria;Total;1987;864
42 Soria;Total;1986;926
42 Soria;Total;1985;930
42 Soria;Total;1984;924
42 Soria;Total;1983;956
42 Soria;Total;1982;992
42 Soria;Total;1981;998
42 Soria;Total;1980;1.010
42 Soria;Total;1979;1.107
42 Soria;Total;1978;1.157
42 Soria;Total;1977;1.225
42 Soria;Total;1976;1.218
42 Soria;Total;1975;1.140
42 Soria;Hombres;2022;301
42 Soria;Hombres;2021;267
42 Soria;Hombres;2020;300
42 Soria;Hombres;2019;322
42 Soria;Hombres;2018;295
42 Soria;Hombres;2017;304
42 Soria;Hombres;2016;318
42 Soria;Hombres;2015;329
42 Soria;Hombres;2014;331
42 Soria;Hombres;2013;343
42 Soria;Hombres;2012;360
42 Soria;Hombres;2011;357
42 Soria;Hombres;2010;382
42 Soria;Hombres;2009;382
42 Soria;Hombres;2008;399
42 Soria;Hombres;2007;377
42 Soria;Hombres;2006;375
42 Soria;Hombres;2005;379
42 Soria;Hombres;2004;353
42 Soria;Hombres;2003;356
42 Soria;Hombres;2002;341
42 Soria;Hombres;2001;354
42 Soria;Hombres;2000;379
42 Soria;Hombres;1999;309
42 Soria;Hombres;1998;340
42 Soria;Hombres;1997;328
42 Soria;Hombres;1996;324
42 Soria;Hombres;1995;352
42 Soria;Hombres;1994;360
42 Soria;Hombres;1993;367
42 Soria;Hombres;1992;362
42 Soria;Hombres;1991;362
42 Soria;Hombres;1990;372
42 Soria;Hombres;1989;386
42 Soria;Hombres;1988;405
42 Soria;Hombres;1987;431
42 Soria;Hombres;1986;493
42 Soria;Hombres;1985;485
42 Soria;Hombres;1984;485
42 Soria;Hombres;1983;509
42 Soria;Hombres;1982;516
42 Soria;Hombres;1981;522
42 Soria;Hombres;1980;537
42 Soria;Hombres;1979;566
42 Soria;Hombres;1978;604
42 Soria;Hombres;1977;618
42 Soria;Hombres;1976;594
42 Soria;Hombres;1975;582
42 Soria;Mujeres;2022;239
42 Soria;Mujeres;2021;266
42 Soria;Mujeres;2020;291
42 Soria;Mujeres;2019;257
42 Soria;Mujeres;2018;311
42 Soria;Mujeres;2017;287
42 Soria;Mujeres;2016;308
42 Soria;Mujeres;2015;305
42 Soria;Mujeres;2014;312
42 Soria;Mujeres;2013;323
42 Soria;Mujeres;2012;347
42 Soria;Mujeres;2011;350
42 Soria;Mujeres;2010;366
42 Soria;Mujeres;2009;357
42 Soria;Mujeres;2008;373
42 Soria;Mujeres;2007;316
42 Soria;Mujeres;2006;345
42 Soria;Mujeres;2005;348
42 Soria;Mujeres;2004;365
42 Soria;Mujeres;2003;382
42 Soria;Mujeres;2002;312
42 Soria;Mujeres;2001;318
42 Soria;Mujeres;2000;344
42 Soria;Mujeres;1999;306
42 Soria;Mujeres;1998;350
42 Soria;Mujeres;1997;285
42 Soria;Mujeres;1996;321
42 Soria;Mujeres;1995;346
42 Soria;Mujeres;1994;290
42 Soria;Mujeres;1993;360
42 Soria;Mujeres;1992;340
42 Soria;Mujeres;1991;357
42 Soria;Mujeres;1990;381
42 Soria;Mujeres;1989;412
42 Soria;Mujeres;1988;403
42 Soria;Mujeres;1987;433
42 Soria;Mujeres;1986;433
42 Soria;Mujeres;1985;445
42 Soria;Mujeres;1984;439
42 Soria;Mujeres;1983;447
42 Soria;Mujeres;1982;476
42 Soria;Mujeres;1981;476
42 Soria;Mujeres;1980;473
42 Soria;Mujeres;1979;541
42 Soria;Mujeres;1978;553
42 Soria;Mujeres;1977;607
42 Soria;Mujeres;1976;624
42 Soria;Mujeres;1975;558
43 Tarragona;Total;2022;6.022
43 Tarragona;Total;2021;6.128
43 Tarragona;Total;2020;6.200
43 Tarragona;Total;2019;6.586
43 Tarragona;Total;2018;6.637
43 Tarragona;Total;2017;7.006
43 Tarragona;Total;2016;7.223
43 Tarragona;Total;2015;7.566
43 Tarragona;Total;2014;7.656
43 Tarragona;Total;2013;7.671
43 Tarragona;Total;2012;8.363
43 Tarragona;Total;2011;8.781
43 Tarragona;Total;2010;9.369
43 Tarragona;Total;2009;9.496
43 Tarragona;Total;2008;10.030
43 Tarragona;Total;2007;9.328
43 Tarragona;Total;2006;8.612
43 Tarragona;Total;2005;8.220
43 Tarragona;Total;2004;7.533
43 Tarragona;Total;2003;7.090
43 Tarragona;Total;2002;6.725
43 Tarragona;Total;2001;6.268
43 Tarragona;Total;2000;6.164
43 Tarragona;Total;1999;5.577
43 Tarragona;Total;1998;5.452
43 Tarragona;Total;1997;5.298
43 Tarragona;Total;1996;5.173
43 Tarragona;Total;1995;5.177
43 Tarragona;Total;1994;5.174
43 Tarragona;Total;1993;5.197
43 Tarragona;Total;1992;5.389
43 Tarragona;Total;1991;5.264
43 Tarragona;Total;1990;5.353
43 Tarragona;Total;1989;5.246
43 Tarragona;Total;1988;5.554
43 Tarragona;Total;1987;5.531
43 Tarragona;Total;1986;5.655
43 Tarragona;Total;1985;6.164
43 Tarragona;Total;1984;6.203
43 Tarragona;Total;1983;6.322
43 Tarragona;Total;1982;7.043
43 Tarragona;Total;1981;7.129
43 Tarragona;Total;1980;7.800
43 Tarragona;Total;1979;8.176
43 Tarragona;Total;1978;8.886
43 Tarragona;Total;1977;9.005
43 Tarragona;Total;1976;9.107
43 Tarragona;Total;1975;8.545
43 Tarragona;Hombres;2022;3.095
43 Tarragona;Hombres;2021;3.158
43 Tarragona;Hombres;2020;3.144
43 Tarragona;Hombres;2019;3.425
43 Tarragona;Hombres;2018;3.428
43 Tarragona;Hombres;2017;3.570
43 Tarragona;Hombres;2016;3.721
43 Tarragona;Hombres;2015;3.876
43 Tarragona;Hombres;2014;3.953
43 Tarragona;Hombres;2013;4.037
43 Tarragona;Hombres;2012;4.360
43 Tarragona;Hombres;2011;4.615
43 Tarragona;Hombres;2010;4.883
43 Tarragona;Hombres;2009;4.906
43 Tarragona;Hombres;2008;5.258
43 Tarragona;Hombres;2007;4.767
43 Tarragona;Hombres;2006;4.461
43 Tarragona;Hombres;2005;4.251
43 Tarragona;Hombres;2004;3.897
43 Tarragona;Hombres;2003;3.721
43 Tarragona;Hombres;2002;3.443
43 Tarragona;Hombres;2001;3.247
43 Tarragona;Hombres;2000;3.142
43 Tarragona;Hombres;1999;2.830
43 Tarragona;Hombres;1998;2.820
43 Tarragona;Hombres;1997;2.714
43 Tarragona;Hombres;1996;2.673
43 Tarragona;Hombres;1995;2.634
43 Tarragona;Hombres;1994;2.627
43 Tarragona;Hombres;1993;2.722
43 Tarragona;Hombres;1992;2.777
43 Tarragona;Hombres;1991;2.751
43 Tarragona;Hombres;1990;2.783
43 Tarragona;Hombres;1989;2.765
43 Tarragona;Hombres;1988;2.877
43 Tarragona;Hombres;1987;2.876
43 Tarragona;Hombres;1986;2.896
43 Tarragona;Hombres;1985;3.179
43 Tarragona;Hombres;1984;3.242
43 Tarragona;Hombres;1983;3.284
43 Tarragona;Hombres;1982;3.654
43 Tarragona;Hombres;1981;3.669
43 Tarragona;Hombres;1980;4.012
43 Tarragona;Hombres;1979;4.274
43 Tarragona;Hombres;1978;4.586
43 Tarragona;Hombres;1977;4.725
43 Tarragona;Hombres;1976;4.679
43 Tarragona;Hombres;1975;4.371
43 Tarragona;Mujeres;2022;2.927
43 Tarragona;Mujeres;2021;2.970
43 Tarragona;Mujeres;2020;3.056
43 Tarragona;Mujeres;2019;3.161
43 Tarragona;Mujeres;2018;3.209
43 Tarragona;Mujeres;2017;3.436
43 Tarragona;Mujeres;2016;3.502
43 Tarragona;Mujeres;2015;3.690
43 Tarragona;Mujeres;2014;3.703
43 Tarragona;Mujeres;2013;3.634
43 Tarragona;Mujeres;2012;4.003
43 Tarragona;Mujeres;2011;4.166
43 Tarragona;Mujeres;2010;4.486
43 Tarragona;Mujeres;2009;4.590
43 Tarragona;Mujeres;2008;4.772
43 Tarragona;Mujeres;2007;4.561
43 Tarragona;Mujeres;2006;4.151
43 Tarragona;Mujeres;2005;3.969
43 Tarragona;Mujeres;2004;3.636
43 Tarragona;Mujeres;2003;3.369
43 Tarragona;Mujeres;2002;3.282
43 Tarragona;Mujeres;2001;3.021
43 Tarragona;Mujeres;2000;3.022
43 Tarragona;Mujeres;1999;2.747
43 Tarragona;Mujeres;1998;2.632
43 Tarragona;Mujeres;1997;2.584
43 Tarragona;Mujeres;1996;2.500
43 Tarragona;Mujeres;1995;2.543
43 Tarragona;Mujeres;1994;2.547
43 Tarragona;Mujeres;1993;2.475
43 Tarragona;Mujeres;1992;2.612
43 Tarragona;Mujeres;1991;2.513
43 Tarragona;Mujeres;1990;2.570
43 Tarragona;Mujeres;1989;2.481
43 Tarragona;Mujeres;1988;2.677
43 Tarragona;Mujeres;1987;2.655
43 Tarragona;Mujeres;1986;2.759
43 Tarragona;Mujeres;1985;2.985
43 Tarragona;Mujeres;1984;2.961
43 Tarragona;Mujeres;1983;3.038
43 Tarragona;Mujeres;1982;3.389
43 Tarragona;Mujeres;1981;3.460
43 Tarragona;Mujeres;1980;3.788
43 Tarragona;Mujeres;1979;3.902
43 Tarragona;Mujeres;1978;4.300
43 Tarragona;Mujeres;1977;4.280
43 Tarragona;Mujeres;1976;4.428
43 Tarragona;Mujeres;1975;4.174
44 Teruel;Total;2022;956
44 Teruel;Total;2021;917
44 Teruel;Total;2020;921
44 Teruel;Total;2019;980
44 Teruel;Total;2018;947
44 Teruel;Total;2017;946
44 Teruel;Total;2016;1.059
44 Teruel;Total;2015;986
44 Teruel;Total;2014;1.111
44 Teruel;Total;2013;1.124
44 Teruel;Total;2012;1.136
44 Teruel;Total;2011;1.197
44 Teruel;Total;2010;1.182
44 Teruel;Total;2009;1.245
44 Teruel;Total;2008;1.242
44 Teruel;Total;2007;1.232
44 Teruel;Total;2006;1.136
44 Teruel;Total;2005;1.114
44 Teruel;Total;2004;1.079
44 Teruel;Total;2003;996
44 Teruel;Total;2002;909
44 Teruel;Total;2001;1.003
44 Teruel;Total;2000;1.070
44 Teruel;Total;1999;935
44 Teruel;Total;1998;990
44 Teruel;Total;1997;1.067
44 Teruel;Total;1996;1.005
44 Teruel;Total;1995;1.026
44 Teruel;Total;1994;1.153
44 Teruel;Total;1993;1.166
44 Teruel;Total;1992;1.186
44 Teruel;Total;1991;1.190
44 Teruel;Total;1990;1.304
44 Teruel;Total;1989;1.273
44 Teruel;Total;1988;1.364
44 Teruel;Total;1987;1.396
44 Teruel;Total;1986;1.479
44 Teruel;Total;1985;1.475
44 Teruel;Total;1984;1.522
44 Teruel;Total;1983;1.529
44 Teruel;Total;1982;1.593
44 Teruel;Total;1981;1.673
44 Teruel;Total;1980;1.773
44 Teruel;Total;1979;1.876
44 Teruel;Total;1978;1.840
44 Teruel;Total;1977;1.873
44 Teruel;Total;1976;1.806
44 Teruel;Total;1975;1.775
44 Teruel;Hombres;2022;467
44 Teruel;Hombres;2021;463
44 Teruel;Hombres;2020;454
44 Teruel;Hombres;2019;486
44 Teruel;Hombres;2018;488
44 Teruel;Hombres;2017;472
44 Teruel;Hombres;2016;533
44 Teruel;Hombres;2015;489
44 Teruel;Hombres;2014;575
44 Teruel;Hombres;2013;601
44 Teruel;Hombres;2012;568
44 Teruel;Hombres;2011;611
44 Teruel;Hombres;2010;606
44 Teruel;Hombres;2009;649
44 Teruel;Hombres;2008;628
44 Teruel;Hombres;2007;614
44 Teruel;Hombres;2006;586
44 Teruel;Hombres;2005;594
44 Teruel;Hombres;2004;577
44 Teruel;Hombres;2003;492
44 Teruel;Hombres;2002;459
44 Teruel;Hombres;2001;505
44 Teruel;Hombres;2000;532
44 Teruel;Hombres;1999;480
44 Teruel;Hombres;1998;520
44 Teruel;Hombres;1997;543
44 Teruel;Hombres;1996;509
44 Teruel;Hombres;1995;508
44 Teruel;Hombres;1994;580
44 Teruel;Hombres;1993;614
44 Teruel;Hombres;1992;612
44 Teruel;Hombres;1991;584
44 Teruel;Hombres;1990;676
44 Teruel;Hombres;1989;678
44 Teruel;Hombres;1988;689
44 Teruel;Hombres;1987;723
44 Teruel;Hombres;1986;739
44 Teruel;Hombres;1985;789
44 Teruel;Hombres;1984;781
44 Teruel;Hombres;1983;775
44 Teruel;Hombres;1982;808
44 Teruel;Hombres;1981;914
44 Teruel;Hombres;1980;943
44 Teruel;Hombres;1979;980
44 Teruel;Hombres;1978;1.153
44 Teruel;Hombres;1977;959
44 Teruel;Hombres;1976;973
44 Teruel;Hombres;1975;916
44 Teruel;Mujeres;2022;489
44 Teruel;Mujeres;2021;454
44 Teruel;Mujeres;2020;467
44 Teruel;Mujeres;2019;494
44 Teruel;Mujeres;2018;459
44 Teruel;Mujeres;2017;474
44 Teruel;Mujeres;2016;526
44 Teruel;Mujeres;2015;497
44 Teruel;Mujeres;2014;536
44 Teruel;Mujeres;2013;523
44 Teruel;Mujeres;2012;568
44 Teruel;Mujeres;2011;586
44 Teruel;Mujeres;2010;576
44 Teruel;Mujeres;2009;596
44 Teruel;Mujeres;2008;614
44 Teruel;Mujeres;2007;618
44 Teruel;Mujeres;2006;550
44 Teruel;Mujeres;2005;520
44 Teruel;Mujeres;2004;502
44 Teruel;Mujeres;2003;504
44 Teruel;Mujeres;2002;450
44 Teruel;Mujeres;2001;498
44 Teruel;Mujeres;2000;538
44 Teruel;Mujeres;1999;455
44 Teruel;Mujeres;1998;470
44 Teruel;Mujeres;1997;524
44 Teruel;Mujeres;1996;496
44 Teruel;Mujeres;1995;518
44 Teruel;Mujeres;1994;573
44 Teruel;Mujeres;1993;552
44 Teruel;Mujeres;1992;574
44 Teruel;Mujeres;1991;606
44 Teruel;Mujeres;1990;628
44 Teruel;Mujeres;1989;595
44 Teruel;Mujeres;1988;675
44 Teruel;Mujeres;1987;673
44 Teruel;Mujeres;1986;740
44 Teruel;Mujeres;1985;686
44 Teruel;Mujeres;1984;741
44 Teruel;Mujeres;1983;754
44 Teruel;Mujeres;1982;785
44 Teruel;Mujeres;1981;759
44 Teruel;Mujeres;1980;830
44 Teruel;Mujeres;1979;896
44 Teruel;Mujeres;1978;687
44 Teruel;Mujeres;1977;914
44 Teruel;Mujeres;1976;833
44 Teruel;Mujeres;1975;859
45 Toledo;Total;2022;5.250
45 Toledo;Total;2021;5.069
45 Toledo;Total;2020;5.415
45 Toledo;Total;2019;5.393
45 Toledo;Total;2018;5.712
45 Toledo;Total;2017;6.033
45 Toledo;Total;2016;6.305
45 Toledo;Total;2015;6.436
45 Toledo;Total;2014;6.578
45 Toledo;Total;2013;6.771
45 Toledo;Total;2012;7.352
45 Toledo;Total;2011;7.656
45 Toledo;Total;2010;7.878
45 Toledo;Total;2009;7.954
45 Toledo;Total;2008;8.280
45 Toledo;Total;2007;7.588
45 Toledo;Total;2006;6.819
45 Toledo;Total;2005;6.438
45 Toledo;Total;2004;6.259
45 Toledo;Total;2003;5.910
45 Toledo;Total;2002;5.466
45 Toledo;Total;2001;5.330
45 Toledo;Total;2000;5.184
45 Toledo;Total;1999;5.313
45 Toledo;Total;1998;5.001
45 Toledo;Total;1997;5.149
45 Toledo;Total;1996;5.011
45 Toledo;Total;1995;5.135
45 Toledo;Total;1994;5.252
45 Toledo;Total;1993;5.381
45 Toledo;Total;1992;5.493
45 Toledo;Total;1991;5.417
45 Toledo;Total;1990;5.486
45 Toledo;Total;1989;5.772
45 Toledo;Total;1988;5.679
45 Toledo;Total;1987;5.673
45 Toledo;Total;1986;5.888
45 Toledo;Total;1985;6.041
45 Toledo;Total;1984;6.327
45 Toledo;Total;1983;6.226
45 Toledo;Total;1982;6.761
45 Toledo;Total;1981;6.931
45 Toledo;Total;1980;7.009
45 Toledo;Total;1979;7.072
45 Toledo;Total;1978;7.477
45 Toledo;Total;1977;7.372
45 Toledo;Total;1976;7.803
45 Toledo;Total;1975;7.491
45 Toledo;Hombres;2022;2.735
45 Toledo;Hombres;2021;2.576
45 Toledo;Hombres;2020;2.782
45 Toledo;Hombres;2019;2.789
45 Toledo;Hombres;2018;2.882
45 Toledo;Hombres;2017;3.058
45 Toledo;Hombres;2016;3.246
45 Toledo;Hombres;2015;3.374
45 Toledo;Hombres;2014;3.376
45 Toledo;Hombres;2013;3.413
45 Toledo;Hombres;2012;3.829
45 Toledo;Hombres;2011;3.964
45 Toledo;Hombres;2010;4.059
45 Toledo;Hombres;2009;4.200
45 Toledo;Hombres;2008;4.235
45 Toledo;Hombres;2007;3.889
45 Toledo;Hombres;2006;3.515
45 Toledo;Hombres;2005;3.344
45 Toledo;Hombres;2004;3.265
45 Toledo;Hombres;2003;3.034
45 Toledo;Hombres;2002;2.818
45 Toledo;Hombres;2001;2.734
45 Toledo;Hombres;2000;2.717
45 Toledo;Hombres;1999;2.718
45 Toledo;Hombres;1998;2.585
45 Toledo;Hombres;1997;2.600
45 Toledo;Hombres;1996;2.612
45 Toledo;Hombres;1995;2.646
45 Toledo;Hombres;1994;2.693
45 Toledo;Hombres;1993;2.804
45 Toledo;Hombres;1992;2.842
45 Toledo;Hombres;1991;2.852
45 Toledo;Hombres;1990;2.889
45 Toledo;Hombres;1989;3.011
45 Toledo;Hombres;1988;2.929
45 Toledo;Hombres;1987;2.934
45 Toledo;Hombres;1986;3.024
45 Toledo;Hombres;1985;3.096
45 Toledo;Hombres;1984;3.275
45 Toledo;Hombres;1983;3.223
45 Toledo;Hombres;1982;3.535
45 Toledo;Hombres;1981;3.712
45 Toledo;Hombres;1980;3.581
45 Toledo;Hombres;1979;3.622
45 Toledo;Hombres;1978;3.876
45 Toledo;Hombres;1977;3.839
45 Toledo;Hombres;1976;4.028
45 Toledo;Hombres;1975;3.843
45 Toledo;Mujeres;2022;2.515
45 Toledo;Mujeres;2021;2.493
45 Toledo;Mujeres;2020;2.633
45 Toledo;Mujeres;2019;2.604
45 Toledo;Mujeres;2018;2.830
45 Toledo;Mujeres;2017;2.975
45 Toledo;Mujeres;2016;3.059
45 Toledo;Mujeres;2015;3.062
45 Toledo;Mujeres;2014;3.202
45 Toledo;Mujeres;2013;3.358
45 Toledo;Mujeres;2012;3.523
45 Toledo;Mujeres;2011;3.692
45 Toledo;Mujeres;2010;3.819
45 Toledo;Mujeres;2009;3.754
45 Toledo;Mujeres;2008;4.045
45 Toledo;Mujeres;2007;3.699
45 Toledo;Mujeres;2006;3.304
45 Toledo;Mujeres;2005;3.094
45 Toledo;Mujeres;2004;2.994
45 Toledo;Mujeres;2003;2.876
45 Toledo;Mujeres;2002;2.648
45 Toledo;Mujeres;2001;2.596
45 Toledo;Mujeres;2000;2.467
45 Toledo;Mujeres;1999;2.595
45 Toledo;Mujeres;1998;2.416
45 Toledo;Mujeres;1997;2.549
45 Toledo;Mujeres;1996;2.399
45 Toledo;Mujeres;1995;2.489
45 Toledo;Mujeres;1994;2.559
45 Toledo;Mujeres;1993;2.577
45 Toledo;Mujeres;1992;2.651
45 Toledo;Mujeres;1991;2.565
45 Toledo;Mujeres;1990;2.597
45 Toledo;Mujeres;1989;2.761
45 Toledo;Mujeres;1988;2.750
45 Toledo;Mujeres;1987;2.739
45 Toledo;Mujeres;1986;2.864
45 Toledo;Mujeres;1985;2.945
45 Toledo;Mujeres;1984;3.052
45 Toledo;Mujeres;1983;3.003
45 Toledo;Mujeres;1982;3.226
45 Toledo;Mujeres;1981;3.219
45 Toledo;Mujeres;1980;3.428
45 Toledo;Mujeres;1979;3.450
45 Toledo;Mujeres;1978;3.601
45 Toledo;Mujeres;1977;3.533
45 Toledo;Mujeres;1976;3.775
45 Toledo;Mujeres;1975;3.648
46 Valencia/València;Total;2022;18.164
46 Valencia/València;Total;2021;18.243
46 Valencia/València;Total;2020;18.263
46 Valencia/València;Total;2019;18.834
46 Valencia/València;Total;2018;19.277
46 Valencia/València;Total;2017;20.494
46 Valencia/València;Total;2016;21.635
46 Valencia/València;Total;2015;22.448
46 Valencia/València;Total;2014;22.996
46 Valencia/València;Total;2013;22.883
46 Valencia/València;Total;2012;25.079
46 Valencia/València;Total;2011;26.085
46 Valencia/València;Total;2010;27.177
46 Valencia/València;Total;2009;27.477
46 Valencia/València;Total;2008;29.675
46 Valencia/València;Total;2007;28.708
46 Valencia/València;Total;2006;27.218
46 Valencia/València;Total;2005;26.490
46 Valencia/València;Total;2004;25.614
46 Valencia/València;Total;2003;24.655
46 Valencia/València;Total;2002;22.938
46 Valencia/València;Total;2001;22.146
46 Valencia/València;Total;2000;21.624
46 Valencia/València;Total;1999;20.558
46 Valencia/València;Total;1998;19.477
46 Valencia/València;Total;1997;19.707
46 Valencia/València;Total;1996;19.373
46 Valencia/València;Total;1995;19.396
46 Valencia/València;Total;1994;19.654
46 Valencia/València;Total;1993;20.776
46 Valencia/València;Total;1992;21.211
46 Valencia/València;Total;1991;20.813
46 Valencia/València;Total;1990;21.106
46 Valencia/València;Total;1989;21.097
46 Valencia/València;Total;1988;21.649
46 Valencia/València;Total;1987;21.851
46 Valencia/València;Total;1986;22.947
46 Valencia/València;Total;1985;23.949
46 Valencia/València;Total;1984;25.345
46 Valencia/València;Total;1983;26.039
46 Valencia/València;Total;1982;28.463
46 Valencia/València;Total;1981;30.098
46 Valencia/València;Total;1980;32.413
46 Valencia/València;Total;1979;34.878
46 Valencia/València;Total;1978;36.643
46 Valencia/València;Total;1977;37.831
46 Valencia/València;Total;1976;37.915
46 Valencia/València;Total;1975;37.168
46 Valencia/València;Hombres;2022;9.403
46 Valencia/València;Hombres;2021;9.573
46 Valencia/València;Hombres;2020;9.417
46 Valencia/València;Hombres;2019;9.742
46 Valencia/València;Hombres;2018;9.914
46 Valencia/València;Hombres;2017;10.622
46 Valencia/València;Hombres;2016;11.104
46 Valencia/València;Hombres;2015;11.533
46 Valencia/València;Hombres;2014;11.915
46 Valencia/València;Hombres;2013;11.807
46 Valencia/València;Hombres;2012;12.858
